Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,MAE,MFE,ETD,Bars,
161,MNQ DEC24,Backtest,MomentumNQ,Short,1,16599.50,16629.25,9/11/2023 9:38:00 AM,9/11/2023 4:00:00 PM,Sell short,Exit on session close,($61.24),$7992.86,$1.74,$101.50,$216.50,$277.74,97,
162,MNQ DEC24,Backtest,MomentumNQ,Short,1,15743.75,15806.75,10/4/2023 9:38:00 AM,10/4/2023 11:22:00 AM,Sell short,Stop loss,($127.74),$7865.12,$1.74,$126.00,$110.50,$238.24,27,
163,MNQ DEC24,Backtest,MomentumNQ,Long,1,16037.50,16066.75,10/6/2023 1:26:00 PM,10/6/2023 4:00:00 PM,Buy,Exit on session close,$56.76,$7921.88,$1.74,$20.00,$154.50,$97.74,40,
164,MNQ DEC24,Backtest,MomentumNQ,Long,1,15988.25,15925.25,10/9/2023 10:34:00 AM,10/9/2023 11:14:00 AM,Buy,Stop loss,($127.74),$7794.14,$1.74,$126.00,$18.00,$145.74,11,
165,MNQ DEC24,Backtest,MomentumNQ,Short,1,16085.00,15840.50,10/19/2023 12:26:00 PM,10/19/2023 4:00:00 PM,Sell short,Exit on session close,$487.26,$8281.40,$1.74,$14.50,$557.50,$70.24,55,
166,MNQ DEC24,Backtest,MomentumNQ,Short,1,15331.00,15394.00,10/30/2023 9:38:00 AM,10/30/2023 9:46:00 AM,Sell short,Stop loss,($127.74),$8153.66,$1.74,$126.00,$0.00,$127.74,3,
167,MNQ DEC24,Backtest,MomentumNQ,Long,1,15580.75,15517.75,11/1/2023 11:06:00 AM,11/1/2023 12:42:00 PM,Buy,Stop loss,($127.74),$8025.92,$1.74,$126.00,$33.00,$160.74,25,
168,MNQ DEC24,Backtest,MomentumNQ,Long,1,15923.75,15948.00,11/2/2023 11:10:00 AM,11/2/2023 3:10:00 PM,Buy,Sell,$46.76,$8072.68,$1.74,$94.00,$76.00,$29.24,61,
169,MNQ DEC24,Backtest,MomentumNQ,Long,1,16145.00,16128.00,11/3/2023 1:06:00 PM,11/3/2023 4:00:00 PM,Buy,Exit on session close,($35.74),$8036.94,$1.74,$68.50,$75.50,$111.24,45,
170,MNQ DEC24,Backtest,MomentumNQ,Short,1,16315.50,16378.50,11/10/2023 9:46:00 AM,11/10/2023 11:06:00 AM,Sell short,Stop loss,($127.74),$7909.20,$1.74,$126.00,$78.50,$206.24,21,
171,MNQ DEC24,Backtest,MomentumNQ,Long,1,16432.75,16551.00,11/10/2023 12:34:00 PM,11/10/2023 4:00:00 PM,Buy,Exit on session close,$234.76,$8143.96,$1.74,$7.00,$253.00,$18.24,53,
172,MNQ DEC24,Backtest,MomentumNQ,Short,1,16759.00,16822.00,11/14/2023 9:38:00 AM,11/14/2023 10:02:00 AM,Sell short,Stop loss,($127.74),$8016.22,$1.74,$126.00,$21.00,$148.74,7,
173,MNQ DEC24,Backtest,MomentumNQ,Long,1,16886.00,16823.50,11/15/2023 10:22:00 AM,11/15/2023 1:06:00 PM,Buy,Stop loss,($126.74),$7889.48,$1.74,$125.00,$91.00,$217.74,42,
174,MNQ DEC24,Backtest,MomentumNQ,Long,1,16991.50,17040.25,11/22/2023 10:18:00 AM,11/22/2023 2:18:00 PM,Buy,Sell,$95.76,$7985.24,$1.74,$64.00,$135.00,$39.24,61,
175,MNQ DEC24,Backtest,MomentumNQ,Long,1,16889.75,16826.75,12/6/2023 11:26:00 AM,12/6/2023 11:34:00 AM,Buy,Stop loss,($127.74),$7857.50,$1.74,$126.00,$5.00,$132.74,3,
176,MNQ DEC24,Backtest,MomentumNQ,Long,1,16972.50,16990.00,12/7/2023 12:18:00 PM,12/7/2023 4:00:00 PM,Buy,Exit on session close,$33.26,$7890.76,$1.74,$12.50,$95.00,$61.74,57,
177,MNQ DEC24,Backtest,MomentumNQ,Short,1,17288.75,17351.75,1/8/2024 9:38:00 AM,1/8/2024 9:58:00 AM,Sell short,Stop loss,($127.74),$7763.02,$1.74,$126.00,$14.50,$142.24,6,
178,MNQ DEC24,Backtest,MomentumNQ,Short,1,17635.00,17698.00,1/11/2024 1:22:00 PM,1/11/2024 2:34:00 PM,Sell short,Stop loss,($127.74),$7635.28,$1.74,$126.00,$26.50,$154.24,19,
179,MNQ DEC24,Backtest,MomentumNQ,Long,1,17815.50,17752.50,1/18/2024 11:22:00 AM,1/18/2024 12:14:00 PM,Buy,Stop loss,($127.74),$7507.54,$1.74,$126.00,$61.00,$188.74,14,
180,MNQ DEC24,Backtest,MomentumNQ,Long,1,17986.00,18180.25,1/19/2024 11:10:00 AM,1/19/2024 3:10:00 PM,Buy,Sell,$386.76,$7894.30,$1.74,$31.00,$409.00,$22.24,61,
181,MNQ DEC24,Backtest,MomentumNQ,Long,1,18504.25,18441.25,1/24/2024 12:14:00 PM,1/24/2024 1:46:00 PM,Buy,Stop loss,($127.74),$7766.56,$1.74,$126.00,$66.50,$194.24,24,
182,MNQ DEC24,Backtest,MomentumNQ,Short,1,18095.75,18158.75,2/1/2024 10:14:00 AM,2/1/2024 2:46:00 PM,Sell short,Stop loss,($127.74),$7638.82,$1.74,$126.00,$176.50,$304.24,69,
183,MNQ DEC24,Backtest,MomentumNQ,Long,1,18373.00,18502.25,2/2/2024 11:10:00 AM,2/2/2024 3:10:00 PM,Buy,Sell,$256.76,$7895.58,$1.74,$6.50,$292.00,$35.24,61,
184,MNQ DEC24,Backtest,MomentumNQ,Long,1,18650.75,18656.50,2/15/2024 2:02:00 PM,2/15/2024 4:00:00 PM,Buy,Exit on session close,$9.76,$7905.34,$1.74,$68.00,$42.50,$32.74,31,
185,MNQ DEC24,Backtest,MomentumNQ,Short,1,18606.75,18512.75,2/16/2024 11:22:00 AM,2/16/2024 3:22:00 PM,Sell short,Buy to cover,$186.26,$8091.60,$1.74,$80.50,$204.00,$17.74,61,
186,MNQ DEC24,Backtest,MomentumNQ,Short,1,18229.50,18281.25,2/21/2024 3:42:00 PM,2/21/2024 4:00:00 PM,Sell short,Exit on session close,($105.24),$7986.36,$1.74,$113.00,$21.00,$126.24,6,
187,MNQ DEC24,Backtest,MomentumNQ,Long,1,18719.25,18822.25,2/22/2024 11:46:00 AM,2/22/2024 3:46:00 PM,Buy,Sell,$204.26,$8190.62,$1.74,$81.50,$222.50,$18.24,61,
188,MNQ DEC24,Backtest,MomentumNQ,Short,1,18792.50,18724.50,2/29/2024 9:38:00 AM,2/29/2024 12:42:00 PM,Sell short,Close position,$134.26,$8324.88,$1.74,$46.50,$302.00,$167.74,47,
189,MNQ DEC24,Backtest,MomentumNQ,Long,1,18724.50,18809.75,2/29/2024 12:42:00 PM,2/29/2024 4:00:00 PM,Buy,Exit on session close,$168.76,$8493.64,$1.74,$12.00,$256.00,$87.24,51,
190,MNQ DEC24,Backtest,MomentumNQ,Long,1,18974.50,19087.75,3/1/2024 11:34:00 AM,3/1/2024 3:34:00 PM,Buy,Sell,$224.76,$8718.40,$1.74,$44.50,$283.00,$58.24,61,
191,MNQ DEC24,Backtest,MomentumNQ,Short,1,18853.25,18837.75,3/6/2024 9:38:00 AM,3/6/2024 11:42:00 AM,Sell short,Close position,$29.26,$8747.66,$1.74,$10.50,$292.50,$263.24,32,
192,MNQ DEC24,Backtest,MomentumNQ,Long,1,18837.75,18774.75,3/6/2024 11:42:00 AM,3/6/2024 1:54:00 PM,Buy,Stop loss,($127.74),$8619.92,$1.74,$126.00,$160.00,$287.74,34,
193,MNQ DEC24,Backtest,MomentumNQ,Short,1,18917.00,18980.00,3/7/2024 9:38:00 AM,3/7/2024 10:30:00 AM,Sell short,Stop loss,($127.74),$8492.18,$1.74,$126.00,$109.00,$236.74,14,
194,MNQ DEC24,Backtest,MomentumNQ,Long,1,19002.00,19057.00,3/7/2024 11:10:00 AM,3/7/2024 3:10:00 PM,Buy,Sell,$108.26,$8600.44,$1.74,$15.50,$203.00,$94.74,61,
195,MNQ DEC24,Backtest,MomentumNQ,Short,1,18806.25,18869.25,3/18/2024 9:38:00 AM,3/18/2024 10:30:00 AM,Sell short,Stop loss,($127.74),$8472.70,$1.74,$126.00,$49.50,$177.24,14,
196,MNQ DEC24,Backtest,MomentumNQ,Long,1,18859.50,18796.50,3/18/2024 10:54:00 AM,3/18/2024 11:18:00 AM,Buy,Stop loss,($127.74),$8344.96,$1.74,$126.00,$5.50,$133.24,7,
197,MNQ DEC24,Backtest,MomentumNQ,Long,1,19183.50,19120.50,3/21/2024 12:06:00 PM,3/21/2024 1:54:00 PM,Buy,Stop loss,($127.74),$8217.22,$1.74,$126.00,$39.50,$167.24,28,
198,MNQ DEC24,Backtest,MomentumNQ,Long,1,19042.25,18979.25,4/1/2024 10:30:00 AM,4/1/2024 10:42:00 AM,Buy,Stop loss,($127.74),$8089.48,$1.74,$126.00,$1.00,$128.74,4,
199,MNQ DEC24,Backtest,MomentumNQ,Short,1,19039.75,19036.00,4/4/2024 9:38:00 AM,4/4/2024 1:38:00 PM,Sell short,Buy to cover,$5.76,$8095.24,$1.74,$48.50,$128.00,$122.24,61,
200,MNQ DEC24,Backtest,MomentumNQ,Long,1,18749.25,18991.25,4/11/2024 11:18:00 AM,4/11/2024 3:18:00 PM,Buy,Sell,$482.26,$8577.50,$1.74,$22.50,$518.00,$35.74,61,
201,MNQ DEC24,Backtest,MomentumNQ,Short,1,18777.50,18742.50,4/15/2024 9:38:00 AM,4/15/2024 10:22:00 AM,Sell short,Close position,$68.26,$8645.76,$1.74,$88.50,$181.50,$113.24,12,
202,MNQ DEC24,Backtest,MomentumNQ,Long,1,18742.50,18679.50,4/15/2024 10:22:00 AM,4/15/2024 10:54:00 AM,Buy,Stop loss,($127.74),$8518.02,$1.74,$126.00,$10.50,$138.24,9,
203,MNQ DEC24,Backtest,MomentumNQ,Short,1,17796.25,17859.25,4/22/2024 9:38:00 AM,4/22/2024 1:50:00 PM,Sell short,Stop loss,($127.74),$8390.28,$1.74,$126.00,$303.50,$431.24,64,
204,MNQ DEC24,Backtest,MomentumNQ,Long,1,18052.50,18117.00,4/23/2024 11:14:00 AM,4/23/2024 3:14:00 PM,Buy,Sell,$127.26,$8517.54,$1.74,$1.50,$199.50,$72.24,61,
205,MNQ DEC24,Backtest,MomentumNQ,Short,1,18053.75,18116.75,5/1/2024 2:34:00 PM,5/1/2024 2:42:00 PM,Sell short,Stop loss,($127.74),$8389.80,$1.74,$126.00,$187.00,$314.74,3,
206,MNQ DEC24,Backtest,MomentumNQ,Long,1,18489.50,18498.50,5/3/2024 11:58:00 AM,5/3/2024 3:58:00 PM,Buy,Sell,$16.26,$8406.06,$1.74,$64.50,$68.50,$52.24,61,
207,MNQ DEC24,Backtest,MomentumNQ,Long,1,19472.00,19542.25,6/5/2024 11:42:00 AM,6/5/2024 3:42:00 PM,Buy,Sell,$138.76,$8544.82,$1.74,$43.50,$152.50,$13.74,61,
208,MNQ DEC24,Backtest,MomentumNQ,Short,1,20134.25,20050.50,6/13/2024 9:38:00 AM,6/13/2024 10:30:00 AM,Sell short,Close position,$165.76,$8710.58,$1.74,$50.50,$207.50,$41.74,14,
209,MNQ DEC24,Backtest,MomentumNQ,Long,1,20050.50,20086.50,6/13/2024 10:30:00 AM,6/13/2024 2:30:00 PM,Buy,Sell,$70.26,$8780.84,$1.74,$109.50,$108.00,$37.74,61,
210,MNQ DEC24,Backtest,MomentumNQ,Long,1,20220.50,20157.50,6/26/2024 10:38:00 AM,6/26/2024 11:14:00 AM,Buy,Stop loss,($127.74),$8653.10,$1.74,$126.00,$47.50,$175.24,10,
211,MNQ DEC24,Backtest,MomentumNQ,Long,1,20793.50,20858.75,7/5/2024 11:18:00 AM,7/5/2024 3:18:00 PM,Buy,Sell,$128.76,$8781.86,$1.74,$34.50,$161.00,$32.24,61,
212,MNQ DEC24,Backtest,MomentumNQ,Short,1,20349.25,20293.00,7/18/2024 9:38:00 AM,7/18/2024 10:26:00 AM,Sell short,Close position,$110.76,$8892.62,$1.74,$7.00,$188.50,$77.74,13,
213,MNQ DEC24,Backtest,MomentumNQ,Long,1,20293.00,20319.50,7/18/2024 10:26:00 AM,7/18/2024 10:30:00 AM,Buy,Close position,$51.26,$8943.88,$1.74,$3.50,$58.00,$6.74,2,
214,MNQ DEC24,Backtest,MomentumNQ,Short,1,20319.50,20113.50,7/18/2024 10:30:00 AM,7/18/2024 2:30:00 PM,Sell short,Buy to cover,$410.26,$9354.14,$1.74,$6.50,$623.00,$212.74,61,
215,MNQ DEC24,Backtest,MomentumNQ,Short,1,20149.50,20127.75,7/18/2024 3:50:00 PM,7/18/2024 4:00:00 PM,Sell short,Exit on session close,$41.76,$9395.90,$1.74,$93.50,$100.50,$58.74,4,
216,MNQ DEC24,Backtest,MomentumNQ,Short,1,20131.25,19951.50,7/19/2024 9:54:00 AM,7/19/2024 1:54:00 PM,Sell short,Buy to cover,$357.76,$9753.66,$1.74,$83.00,$484.00,$126.24,61,
217,MNQ DEC24,Backtest,MomentumNQ,Short,1,20121.00,20184.00,7/22/2024 9:38:00 AM,7/22/2024 9:42:00 AM,Sell short,Stop loss,($127.74),$9625.92,$1.74,$126.00,$7.00,$134.74,2,
218,MNQ DEC24,Backtest,MomentumNQ,Long,1,20223.50,20160.50,7/22/2024 11:10:00 AM,7/22/2024 11:10:00 AM,Buy,Stop loss,($127.74),$9498.18,$1.74,$126.00,$0.00,$127.74,1,
219,MNQ DEC24,Backtest,MomentumNQ,Short,1,19577.00,19640.00,7/31/2024 9:38:00 AM,7/31/2024 9:42:00 AM,Sell short,Stop loss,($127.74),$9370.44,$1.74,$126.00,$62.50,$190.24,2,
220,MNQ DEC24,Backtest,MomentumNQ,Long,1,19721.50,19658.50,7/31/2024 11:54:00 AM,7/31/2024 1:02:00 PM,Buy,Stop loss,($127.74),$9242.70,$1.74,$126.00,$9.00,$136.74,18,
221,MNQ DEC24,Backtest,MomentumNQ,Long,1,18094.00,18269.50,8/5/2024 10:34:00 AM,8/5/2024 2:34:00 PM,Buy,Sell,$349.26,$9591.96,$1.74,$17.00,$861.00,$511.74,61,
222,MNQ DEC24,Backtest,MomentumNQ,Short,1,18388.50,18451.50,8/6/2024 9:38:00 AM,8/6/2024 10:10:00 AM,Sell short,Stop loss,($127.74),$9464.22,$1.74,$126.00,$384.00,$511.74,9,
223,MNQ DEC24,Backtest,MomentumNQ,Long,1,18497.00,18434.00,8/6/2024 11:30:00 AM,8/6/2024 11:30:00 AM,Buy,Stop loss,($127.74),$9336.48,$1.74,$126.00,$0.00,$127.74,1,
224,MNQ DEC24,Backtest,MomentumNQ,Long,1,18570.50,18507.50,8/6/2024 12:14:00 PM,8/6/2024 3:18:00 PM,Buy,Stop loss,($127.74),$9208.74,$1.74,$126.00,$295.50,$423.24,47,
225,MNQ DEC24,Backtest,MomentumNQ,Short,1,18710.00,18773.00,8/7/2024 9:38:00 AM,8/7/2024 9:42:00 AM,Sell short,Stop loss,($127.74),$9081.00,$1.74,$126.00,$31.50,$159.24,2,
226,MNQ DEC24,Backtest,MomentumNQ,Long,1,18744.75,18842.50,8/9/2024 11:34:00 AM,8/9/2024 3:34:00 PM,Buy,Sell,$193.76,$9274.76,$1.74,$118.00,$330.50,$136.74,61,
227,MNQ DEC24,Backtest,MomentumNQ,Long,1,18931.25,18868.25,8/12/2024 12:26:00 PM,8/12/2024 12:58:00 PM,Buy,Stop loss,($127.74),$9147.02,$1.74,$126.00,$40.00,$167.74,9,
228,MNQ DEC24,Backtest,MomentumNQ,Short,1,19102.25,19165.25,8/13/2024 9:38:00 AM,8/13/2024 10:50:00 AM,Sell short,Stop loss,($127.74),$9019.28,$1.74,$126.00,$82.00,$209.74,19,
229,MNQ DEC24,Backtest,MomentumNQ,Long,1,19195.25,19288.00,8/13/2024 11:10:00 AM,8/13/2024 3:10:00 PM,Buy,Sell,$183.76,$9203.04,$1.74,$42.00,$256.00,$72.24,61,
230,MNQ DEC24,Backtest,MomentumNQ,Long,1,19728.50,19806.00,8/15/2024 11:06:00 AM,8/15/2024 3:06:00 PM,Buy,Sell,$153.26,$9356.30,$1.74,$24.00,$198.00,$44.74,61,
231,MNQ DEC24,Backtest,MomentumNQ,Long,1,19984.25,19921.25,8/23/2024 11:54:00 AM,8/23/2024 12:02:00 PM,Buy,Stop loss,($127.74),$9228.56,$1.74,$126.00,$4.00,$131.74,3,
232,MNQ DEC24,Backtest,MomentumNQ,Short,1,19800.50,19863.50,8/29/2024 9:38:00 AM,8/29/2024 9:58:00 AM,Sell short,Stop loss,($127.74),$9100.82,$1.74,$126.00,$65.00,$192.74,6,
233,MNQ DEC24,Backtest,MomentumNQ,Long,1,19874.25,19811.25,8/29/2024 11:10:00 AM,8/29/2024 1:50:00 PM,Buy,Stop loss,($127.74),$8973.08,$1.74,$126.00,$101.50,$229.24,41,
234,MNQ DEC24,Backtest,MomentumNQ,Short,1,18888.75,18951.75,9/9/2024 9:38:00 AM,9/9/2024 10:14:00 AM,Sell short,Stop loss,($127.74),$8845.34,$1.74,$126.00,$38.50,$166.24,10,
235,MNQ DEC24,Backtest,MomentumNQ,Long,1,19447.00,19489.50,9/11/2024 3:54:00 PM,9/11/2024 4:00:00 PM,Buy,Exit on session close,$83.26,$8928.60,$1.74,$46.00,$163.50,$80.24,3,
236,MNQ DEC24,Backtest,MomentumNQ,Long,1,19492.50,19697.00,9/12/2024 10:06:00 AM,9/12/2024 2:06:00 PM,Buy,Sell,$407.26,$9335.86,$1.74,$73.50,$428.50,$21.24,61,
237,MNQ DEC24,Backtest,MomentumNQ,Long,1,19683.25,19620.25,9/12/2024 2:22:00 PM,9/12/2024 2:54:00 PM,Buy,Stop loss,($127.74),$9208.12,$1.74,$126.00,$70.50,$198.24,9,
238,MNQ DEC24,Backtest,MomentumNQ,Short,1,20036.25,20099.25,9/19/2024 9:38:00 AM,9/19/2024 10:30:00 AM,Sell short,Stop loss,($127.74),$9080.38,$1.74,$126.00,$146.00,$273.74,14,
239,MNQ DEC24,Backtest,MomentumNQ,Long,1,20098.00,20128.75,9/19/2024 11:10:00 AM,9/19/2024 3:10:00 PM,Buy,Sell,$59.76,$9140.14,$1.74,$78.50,$207.50,$147.74,61,
240,MNQ DEC24,Backtest,MomentumNQ,Short,1,20465.50,20260.00,9/26/2024 9:38:00 AM,9/26/2024 1:38:00 PM,Sell short,Buy to cover,$409.26,$9549.40,$1.74,$14.50,$555.00,$145.74,61,
241,MNQ DEC24,Backtest,MomentumNQ,Long,1,20104.25,20226.00,10/4/2024 12:34:00 PM,10/4/2024 4:00:00 PM,Buy,Exit on session close,$241.76,$9791.16,$1.74,$41.50,$282.00,$40.24,53,
